Date,Manufacturing Growth,Mining Growth,Agriculture Growth
2002-02-01,-0.6644518272425148,2.4256289439196403,1.33938215597321
2002-03-01,2.6755852842809205,2.52313085667374,1.32167981240675
2002-04-01,-1.4115092290987945,1.74694579806018,5.44918998527246
2002-05-01,1.5418502202643138,1.0562447212136001,5.98563447725459
2002-06-01,-0.7592190889370918,-4.0967152084402105,-2.52259036144577
2002-07-01,-0.6557377049180351,-7.8648099478575,-3.80455774430282
2002-08-01,1.2101210121012185,-6.388946510152991,0.0
2002-09-01,0.9782608695652204,1.9105862594707599,1.86709496085124
2002-10-01,-0.6458557588805187,-1.2339963336960802,2.44383129680722
2002-11-01,-0.8667388949079158,1.4207989887551498,1.00038476337053
2002-12-01,0.5464480874316998,-2.96641196161663,-3.14285714285713
2003-01-01,-1.41304347826087,-0.4733198323364601,-3.65781710914455
2003-02-01,-0.2205071664829155,-7.3835002097157405,0.0
2003-03-01,-1.8784530386740308,-6.88546824342528,6.32782200449071
2003-04-01,2.0270270270270085,-3.40325235696115,0.825494336724884
2003-05-01,-1.7660044150110272,3.7401722201422696,-7.48286367098247
2003-06-01,0.4494382022472133,7.97836131917801,-5.74192220621528
2003-07-01,0.894854586129736,-0.49546372361906105,4.73799126637555
2003-08-01,-1.884700665188468,4.70781458303655,3.87742338961852
2003-09-01,0.0,3.1466152813159702,1.24423038330324
2003-10-01,0.2259887005649641,1.79438370340978,-4.49950445986127
2003-11-01,1.4656144306651768,2.63254097937521,-0.435865504358651
2003-12-01,-1.4444444444444573,2.8768663036281605,0.0
2004-01-01,1.691093573844425,7.73120630286437,-0.854700854700856
2004-02-01,0.4434589800443309,0.45827799357965904,6.51808242220352
2004-03-01,1.5452538631346795,-0.184577030946621,1.83576786419268
2004-04-01,-1.847826086956532,-0.662731840685735,4.30315952704012
2004-05-01,5.537098560354372,-5.44638830645349,0.39026203307935
2004-06-01,-2.6232948583420823,0.357265429628156,5.73861532765644
2004-07-01,0.8620689655172483,-1.18223579259282,-3.01120448179273
2004-08-01,1.9230769230769296,6.04288325058331,-4.29602888086643
2004-09-01,-0.8385744234800905,6.390972873548599,4.4888721237269
2004-10-01,-0.31712473572938793,3.76464301283944,2.47292418772564
2004-11-01,-1.2725344644750838,3.3557348277451005,3.10022899418707
2004-12-01,1.5037593984962616,1.7600494348025302,-3.29745429694175
2005-01-01,1.7989417989417968,1.9911103522758502,-8.09187279151945
2005-02-01,-0.6237006237006373,3.9560420470122897,-0.40369088811995
2005-03-01,-0.1046025104602359,2.22401824243387,8.37676124300328
2005-04-01,0.0,-3.37397920892871,7.37310774710597
2005-05-01,0.523560209424066,1.69091116025973,3.43340520816057
2005-06-01,-1.0416666666666548,6.88455116338161,-2.64592687620271
2005-07-01,0.5263157894736898,4.24369777626843,5.10624279360897
2005-08-01,0.3141361256544396,5.33823818864234,4.38802695502272
2005-09-01,3.5490605427975024,4.20773674599975,4.50382825401593
2005-10-01,-4.334677419354838,-0.200577867060899,1.72389024565434
2005-11-01,0.7376185458377107,5.90155524839799,-4.53325801440476
2005-12-01,0.836820083682015,3.1512181024361,-4.58579881656804
2006-01-01,3.7344398340248968,6.3001218236800804,-1.17829457364339
2006-02-01,-3.500000000000004,3.5280597218783702,2.3219328522121
2006-03-01,0.2072538860103672,1.28044839915606,-1.73259736277215
2006-04-01,2.5853154084798398,6.23876738955661,3.27664222187548
2006-05-01,-1.512096774193542,0.469522019591274,6.19428916754798
2006-06-01,2.558853633572141,-4.65625925133159,5.29236022193769
2006-07-01,1.7964071856287485,4.269454269454259,3.49952709093364
2006-08-01,-1.5686274509804046,1.8496327060636801,4.17754569190601
2006-09-01,2.290836653386477,2.98442672386802,-4.66165413533835
2006-10-01,-0.09737098344694034,5.03139190992558,-6.79547844374343
2006-11-01,-0.1949317738791357,3.24597229652117,-3.06021717670285
2006-12-01,1.4648437500000049,2.23324538970494,-1.06197265056736
2007-01-01,0.0,3.03487170435961,1.02926040288191
2007-02-01,0.3849855630413729,4.682814763822059,-3.46383350312908
2007-03-01,-0.1917545541706764,-0.28525636369057694,3.73888135082164
2007-04-01,-0.28818443804032545,7.235396446659441,10.3182676936492
2007-05-01,1.5414258188824568,1.7228347109861202,4.65024370965619
2007-06-01,-2.1821631878557874,1.2347054626235,2.98338368580061
2007-07-01,0.6789524733268766,1.44675682798183,-1.00232245446769
2007-08-01,1.1560693641618534,-6.25977790821645,-1.91381652055808
2007-09-01,-1.4285714285714544,6.521304962011699,-1.30916414904331
2007-10-01,2.8985507246376914,5.738241817678901,1.2372448979592
2007-11-01,-0.8450704225351933,-2.43256568870667,0.390575784301365
2007-12-01,-1.515151515151527,-1.86810035985194,5.58483935742971
2008-01-01,0.19230769230768585,-7.35354761035772,0.0
2008-02-01,1.8234165067178418,6.1685570886989005,2.16216216216216
2008-03-01,1.2252591894439322,3.1071958651037,8.20105820105819
2008-04-01,2.2346368715083877,3.5734327715452703,8.06845965770174
2008-05-01,-3.2786885245901543,3.8365698781352098,6.33484162895927
2008-06-01,2.6365348399246646,-3.85874207839164,5.53191489361703
2008-07-01,-3.7614678899082623,-10.2837802235269,6.85483870967741
2008-08-01,2.76453765490944,-2.9833654881833302,-2.64150943396227
2008-09-01,-3.5250463821892435,-6.1147152224482,-6.97674418604652
2008-10-01,-2.4038461538461475,-18.021586741672603,-2.70833333333332
2008-11-01,-2.8571428571428696,-4.15750947528331,-4.92505353319058
2008-12-01,-8.924949290060843,5.722894747031731,-18.018018018018
2009-01-01,-0.6681514476614722,0.565254718977943,-19.2307692307692
2009-02-01,-0.2242152466367762,-4.892259798637769,10.8843537414966
2009-03-01,0.0,-2.24167546057362,6.7484662576687
2009-04-01,-2.1348314606741603,5.246097614947719,4.88505747126437
2009-05-01,1.8369690011481077,6.0194440362857495,-0.273972602739726
2009-06-01,-1.8038331454340493,3.26016242000611,2.19780219780222
2009-07-01,1.9517795637198732,2.08348142284253,5.10752688172042
2009-08-01,1.3513513513513558,7.43325797775142,-2.81329923273658
2009-09-01,1.1111111111111105,1.3401679618134699,4.73684210526315
2009-10-01,0.5494505494505431,2.9735745381870604,-5.02512562814069
2009-11-01,0.8743169398907173,3.0506206983285296,0.0
2009-12-01,0.10834236186348496,2.3417980726539502,3.70370370370371
2010-01-01,0.7575757575757441,1.22240418349159,-1.02040816326532
2010-02-01,-3.114930182599346,-3.55643281267674,2.319587628866
2010-03-01,3.436807095343676,5.71898124885481,0.75566750629723
2010-04-01,0.4287245444801809,2.9917506224691497,5.99999999999999
2010-05-01,1.6008537886873049,-6.03413476677099,1.65094339622643
2010-06-01,0.31512605042016906,-0.458525255329364,-3.01624129930396
2010-07-01,0.523560209424066,1.17826777528696,-1.91387559808611
2010-08-01,-2.60416666666666,0.34963661791753703,-1.46341463414636
2010-09-01,-0.9625668449197892,3.079670953862,-0.990099009900977
2010-10-01,2.807775377969776,5.27880897138438,0.5
2010-11-01,-1.7857142857142954,4.28812182341095,2.48756218905473
2010-12-01,0.21390374331551268,1.67973027491211,1.69902912621358
2011-01-01,2.134471718249732,1.0995575381474099,3.34128878281623
2011-02-01,0.8359456635318654,1.3764269711287098,3.00230946882217
2011-03-01,2.0725388601036263,-3.3668330900990804,4.93273542600896
2011-04-01,-3.248730964467008,3.31737446139602,5.55555555555556
2011-05-01,-0.2098635886673708,-1.57740948236731,2.83400809716599
2011-06-01,1.5772870662460616,-2.2551729119108104,-0.196850393700788
2011-07-01,-4.554865424430638,2.29811961853044,-3.15581854043392
2011-08-01,6.073752711496747,-7.006866558493639,1.83299389002036
2011-09-01,1.022494887525562,2.32466880035078,0.800000000000001
2011-10-01,-0.9109311740890604,2.0005790302328204,3.76984126984127
2011-11-01,-0.5107252298263475,3.05480497580944,2.10325047801147
2011-12-01,-1.1293634496920106,0.7216335309647649,-0.936329588014982
2012-01-01,0.5192107995846369,3.23477759934051,-0.56710775047259
2012-02-01,3.9256198347107487,2.61613293501896,3.42205323193917
2012-03-01,-4.075546719681914,-0.7282387580064692,2.57352941176469
2012-04-01,1.8652849740932589,0.0409365044416373,6.27240143369176
2012-05-01,0.5086469989827115,-0.989154642739863,2.36087689713324
2012-06-01,-1.0121457489878538,0.848620976015407,-4.61285008237234
2012-07-01,0.3067484662576697,0.639057967867173,-7.59930915371329
2012-08-01,1.121304791029569,4.33108778201263,2.05607476635514
2012-09-01,0.4032258064515993,0.8999441421743349,8.6080586080586
2012-10-01,-1.3052208835341372,2.27440187904774,1.85497470489039
2012-11-01,1.8311291963377363,2.30031211840757,-0.66225165562914
2012-12-01,0.0,3.3744407319098197,-0.833333333333334
2013-01-01,-1.1988011988011806,3.6549137230157993,-1.1764705882353
2013-02-01,-0.9100101112234722,0.386030271460031,3.57142857142858
2013-03-01,2.448979591836732,0.0993951048344539,6.56814449917899
2013-04-01,-0.29880478087649504,-4.014956598977911,0.924499229583976
2013-05-01,0.3996003996004306,5.21180014649596,-5.64885496183206
2013-06-01,-0.29850746268659023,-2.0556887751225,-0.647249190938512
2013-07-01,1.696606786427166,1.1876741978888001,6.84039087947882
2013-08-01,-1.4720314033366309,4.96879845675479,2.43902439024392
2013-09-01,-4.3824701195219085,2.6958666457105602,-0.446428571428572
2013-10-01,3.9583333333333393,1.92407415905651,-1.34529147982063
2013-11-01,1.2024048096192312,1.67415756896301,-2.12121212121214
2013-12-01,0.7920792079208094,-1.44581263664024,1.23839009287928
2014-01-01,-0.19646365422398376,3.6425189777950195,3.05810397553517
2014-02-01,-1.1811023622047283,0.49635225099150204,2.96735905044511
2014-03-01,-0.7968127490039794,1.86818643211593,2.44956772334293
2014-04-01,2.8112449799196955,2.4971171554974196,0.421940928270058
2014-05-01,-3.5156250000000115,2.05172847970923,-1.12044817927173
2014-06-01,1.4170040485829931,2.3831496936144103,-1.55807365439092
2014-07-01,-5.5888223552894205,2.21035263739078,2.30215827338128
2014-08-01,5.9196617336152215,-0.8481413913310141,0.0
2014-09-01,-0.5988023952095828,-0.633845875309768,-4.78199718706047
2014-10-01,2.0080321285140554,-5.450281306171661,-0.147710487444625
2014-11-01,-0.1968503937007808,4.3290664466046,-3.25443786982247
2014-12-01,0.29585798816568143,-2.37191590423883,-5.35168195718655
2015-01-01,-1.1799410029498345,0.8291479057231259,-10.3392568659128
2015-02-01,0.8955223880596821,6.282938476022269,-8.28828828828829
2015-03-01,1.5779092702169752,-0.21667283068432502,9.4302554027505
2015-04-01,-3.2038834951456407,2.32758421810957,14.3626570915619
2015-05-01,-0.2006018054162531,0.31814776328614897,0.0
2015-06-01,-2.5125628140703564,-3.56270841544272,3.76766091051804
2015-07-01,1.6494845360824757,-0.137859070589505,3.17700453857793
2015-08-01,1.825557809330624,-2.37420640407969,-3.66568914956012
2015-09-01,1.0956175298804969,-1.4928498560646901,-5.47945205479453
2015-10-01,-1.1822660098522424,6.153984375188,0.161030595813205
2015-11-01,-1.1964107676968914,-0.834679061725654,-1.76848874598071
2015-12-01,0.7063572149344083,-4.961317251876991,0.0
2016-01-01,0.10020040080161097,-3.59816264205899,0.0
2016-02-01,2.9029029029028934,1.77697505439593,0.490998363338789
2016-03-01,-1.070038910505833,6.83077536620655,-5.70032573289903
2016-04-01,-0.9832841691248656,0.41585516421547597,7.426597582038
2016-05-01,1.3902681231380087,0.164739029570938,0.964630225080387
2016-06-01,0.39177277179236897,0.299236849065248,4.14012738853504
2016-07-01,-0.6829268292682805,-0.281472429900588,0.764525993883793
2016-08-01,-2.161100196463668,0.37134983020828,-7.43550834597876
2016-09-01,1.3052208835341483,-0.7909007211064369,-1.63934426229508
2016-10-01,-1.4866204162537104,-1.85647507801098,3.66666666666667
2016-11-01,0.1006036217303677,-1.8863593657176498,3.69774919614148
2016-12-01,-0.5025125628140645,-0.841920065474082,-1.55038759689923
2017-01-01,1.0101010101010095,4.5530188470623,3.1496062992126
2017-02-01,-0.7999999999999952,-0.0584041999007131,1.98473282442748
2017-03-01,-0.5040322580645102,-0.627647568265107,-0.299401197604807
2017-04-01,1.5197568389057574,2.23943868362235,-1.35135135135134
2017-05-01,-0.6986027944111762,1.7345070740858102,3.19634703196346
2017-06-01,-0.301507537688432,-4.27711050808149,-1.4749262536873
2017-07-01,1.411290322580642,3.4759923497959,-4.94011976047905
2017-08-01,-0.09940357852881264,4.3783444323786895,1.41732283464567
2017-09-01,-0.3980099502487869,-0.0296173470986702,4.5031055900621
2017-10-01,-0.09990009990008544,3.4727402962361498,2.37741456166421
2017-11-01,1.0999999999999959,3.8700551915414603,0.870827285921626
2017-12-01,2.5717111770524466,-2.6583756030475603,4.31654676258992
2018-01-01,-3.4715525554484414,3.3821310755774303,-1.37931034482759
2018-02-01,-0.4995004995004938,-4.06138127238904,-1.8181818181818
2018-03-01,-0.10040160642569942,-0.421170047989448,-2.42165242165242
2018-04-01,-2.3115577889447128,-1.72819128171313,4.52554744525546
2018-05-01,3.9094650205761137,1.52531648583987,3.63128491620112
2018-06-01,0.29702970297029807,-0.5734490899525401,4.71698113207548
2018-07-01,0.5923000987167071,-0.442951783995824,2.44530244530243
2018-08-01,-0.09813542688911454,1.49760293310488,0.0
2018-09-01,0.19646365422396192,-1.88963512617053,0.251256281407049
2018-10-01,-0.1960784313725424,-6.785612554695519,6.01503759398495
2018-11-01,-0.19646365422398376,-0.8160338530946339,1.18203309692672
2018-12-01,3.0511811023622224,-1.5396444724578402,-8.0607476635514
2019-01-01,-3.915950334288449,3.2483655739123796,-10.1651842439644
2019-02-01,-0.19880715705766944,2.8065260493598503,0.282885431400283
2019-03-01,-0.1992031872509893,2.18231205152364,5.07757404795485
2019-04-01,3.592814371257497,4.339124045057431,7.51677852348992
2019-05-01,-1.5414258188824783,-3.55806848737302,3.24594257178528
2019-06-01,-3.620352250489234,3.16668931671257,0.846432889963725
2019-07-01,1.0152284263959386,-0.7417227517362142,-5.03597122302159
2019-08-01,1.0050251256281626,-5.082950079220749,0.126262626262626
2019-09-01,-2.1890547263681843,1.8218971920053997,0.756620428751577
2019-10-01,3.153611393692784,-0.898019227083905,0.750938673341678
2019-11-01,-2.0710059171597592,2.3552404108185296,-0.745341614906833
2019-12-01,-4.632426988922457,-0.28513436254337704,0.87609511889861
2020-01-01,2.6399155227032782,1.68191737659313,-0.248138957816364
2020-02-01,0.0,-1.48901483994924,-0.621890547263682
2020-03-01,-4.012345679012358,-19.8894071576769,-1.62703379224032
2020-04-01,-48.44587352625936,6.2040432650385595,-11.0687022900763
2020-05-01,41.580041580041545,4.840466637995361,-12.1602288984263
2020-06-01,23.494860499265794,6.550024309307211,7.49185667752444
2020-07-01,5.945303210463746,3.66652865390643,12.5757575757576
2020-08-01,0.7856341189674507,1.7770176195053997,1.07671601615074
2020-09-01,4.899777282850788,-3.2286506840988203,-0.266311584553914
2020-10-01,2.7600849256900104,-0.6647213926474781,-2.40320427236317
2020-11-01,-2.582644628099178,3.87285338862511,-2.05198358413133
2020-12-01,1.8027571580063608,4.61323308366341,-0.55865921787708
2021-01-01,-2.9166666666666607,6.496843411095741,3.23033707865167
2021-02-01,1.3948497854077382,4.17879866021869,5.17006802721089
2021-03-01,2.7513227513227405,2.33605985808917,4.13971539456663
2021-04-01,-0.8238928939237964,0.25713002837758603,5.34161490683229
2021-05-01,-2.6998961578400733,-0.686162268123993,-0.589622641509434
2021-06-01,-0.5336179295624389,0.149464792621528,-0.237247924080664
2021-07-01,-8.261802575107303,0.00863850454504878,1.78359096313912
2021-08-01,6.4327485380117135,1.64098015135621,4.90654205607477
2021-09-01,3.84615384615385,-5.38462159434915,0.0
2021-10-01,-5.5026455026455166,2.64813851868308,0.22271714922049
2021-11-01,5.039193729003351,4.997801108362269,7.11111111111112
2021-12-01,1.0660980810234542,3.31654929643353,3.73443983402489
2022-01-01,1.6877637130801824,3.7578349467602403,-2.79999999999999
2022-02-01,-0.4149377593361086,1.54246125418695,2.88065843621398
2022-03-01,0.10416666666667472,-1.5927741313075603,7.20000000000001
2022-04-01,-6.035379812695114,-1.51741540876024,2.23880597014924
2022-05-01,2.3255813953488453,-5.651266896155589,1.82481751824818
2022-06-01,-2.4891774891775014,-1.8175797128904299,9.49820788530467
2022-07-01,0.4439511653718188,-1.06543365419426,9.41080196399345
2022-08-01,1.6574585635359171,3.78198643612091,-3.88930441286463
2022-09-01,5.1086956521739095,-4.95785125685953,-6.30350194552527
2022-10-01,-5.584281282316438,-0.9711379896479109,-2.74086378737543
2022-11-01,0.10952902519167207,8.73237341497715,3.1596925704526
